ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|84085df402eff124c12ba6328801386c|2023-09-04|00:35:39|1693762539|grocery_pos|338.77|1|fraud_Doyle Ltd|42.078038|-79.335174
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|4080e5e5518dce1ea8617ef40b9088a7|2023-09-04|03:45:42|1693773942|grocery_pos|315.49|1|fraud_Bradtke PLC|41.785076|-79.830536
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|934f9f4868b83c588b4e479a623fe44d|2023-09-04|09:05:52|1693793152|grocery_pos|326.88|1|fraud_DuBuque LLC|41.842703|-78.539809
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|c95bfd59cbc89177a7a27a9634fb69a7|2023-09-05|23:08:33|1693930113|shopping_net|967.91|1|fraud_Terry-Huel|41.717271|-80.029870
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|293233d2bce7f543a602f906e24c929a|2023-09-05|22:48:19|1693928899|shopping_net|903.77|1|fraud_Stamm-Witting|42.367406|-79.109132
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|cd0a8d08caf471ed9188f38c7c7ceb84|2023-09-05|23:17:46|1693930666|shopping_net|1136.16|1|fraud_Hills-Witting|42.382828|-78.789837
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|d6759d863cdc4bebc101ca45c5d3bef1|2023-09-08|07:22:31|1694132551|misc_net|60.48|0|fraud_Brown PLC|42.481152|-79.345741
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|95c7bea6b6ef0a4427baf5bddb1d2a7f|2023-09-14|03:09:14|1694635754|shopping_pos|44.02|0|fraud_Lynch Ltd|41.952092|-79.727233
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|87b98f9e3cd70fa1152227d966d469b9|2023-09-07|09:26:54|1694053614|grocery_pos|60.13|0|fraud_Kunze Inc|43.271681|-78.754058
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|65158183881cf4d5fb5fedd084e14cc3|2023-09-06|10:43:12|1693971792|grocery_pos|55.03|0|fraud_Heller, Gutmann and Zieme|41.918591|-78.570667
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|c834b08cedd256f06cb2f935165bb754|2023-09-03|04:05:27|1693688727|gas_transport|51.62|0|fraud_Connelly, Reichert and Fritsch|42.502887|-79.192386
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|89cfee0ae30d139fec6a3a94ea1cce99|2023-09-07|07:19:47|1694045987|grocery_pos|45.95|0|fraud_Kutch and Sons|42.815557|-79.575313
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|9e497aa5bd62721029b0dcf835564c5b|2023-09-10|04:30:07|1694295007|misc_pos|39.04|0|fraud_Herzog Ltd|42.775762|-79.508312
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|39ae4b5c966b8aaad85f8235f0a0c91c|2023-09-13|09:52:36|1694573556|shopping_pos|80.09|0|fraud_Goyette, Howell and Collier|41.604007|-79.136385
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|0be48bfc13d27c3e09cd6e847d3c0d79|2023-09-12|00:37:10|1694453830|shopping_net|67.64|0|fraud_Mosciski, Ziemann and Farrell|42.546828|-80.131815
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|b4dc6908286f6aaed18d9300835a2742|2023-09-14|08:59:07|1694656747|shopping_pos|71.96|0|fraud_Stoltenberg-Beatty|42.205300|-79.166781
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|5e8e0be5f9002476816cd3171043c8c1|2023-09-03|11:13:57|1693714437|gas_transport|80.66|0|fraud_Stroman, Hudson and Erdman|43.080247|-78.472239
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|aa53f5aed7ab542eedb2f15c690c03dd|2023-09-09|07:26:00|1694219160|misc_pos|74.56|0|fraud_Gutmann-Upton|41.905560|-78.992107
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|d40a7c1fae1f91f9a5e2a88b285b4f36|2023-09-14|00:38:49|1694626729|shopping_pos|65.40|0|fraud_Macejkovic-Lesch|42.573878|-78.448348
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|acdda0d72941147951385ba3c683b244|2023-09-15|08:46:57|1694742417|shopping_pos|38.93|0|fraud_Schuppe, Nolan and Hoeger|42.188287|-80.169858
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|4bb3e848d0d255f3913517715a597a2d|2023-09-02|06:46:10|1693611970|gas_transport|42.33|0|fraud_Mraz-Herzog|42.403662|-78.778124
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|fab4506c46885e9d69d8e89d761c1cfd|2023-09-01|11:38:46|1693543126|gas_transport|56.70|0|fraud_Greenholt, Jacobi and Gleason|42.471662|-80.271728
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|645b7f7ee269a8c3949be5568b3d0e03|2023-09-06|02:21:20|1693941680|grocery_pos|101.05|0|fraud_Rowe, Batz and Goodwin|42.647445|-79.575710
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|8d07d5a74fd109612661b4a97f0fbdd1|2023-09-08|03:58:08|1694120288|misc_net|149.40|0|fraud_Hamill-Daugherty|41.672287|-78.752298
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|3bdef96694abd67ebb1e0cdaf1da6b56|2023-09-10|04:53:02|1694296382|shopping_net|170.56|0|fraud_Kuhic LLC|41.466501|-79.067851
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|49c55b564af34236538db2fd92862d1f|2023-09-09|06:59:51|1694217591|misc_net|119.07|0|fraud_Rodriguez, Yost and Jenkins|42.111615|-78.574967
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|340c839f404761e8c7ba8833e37f11a5|2023-09-01|05:16:13|1693520173|gas_transport|115.83|0|fraud_Friesen-Stamm|41.574583|-79.590193
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|6cf06994963bf1bdb363d20c3c0c685c|2023-09-03|03:23:46|1693686226|gas_transport|115.98|0|fraud_Harris Inc|42.526263|-78.545418
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|63b7ff5abcd77da8857073fdc8d41347|2023-09-06|00:43:56|1693935836|grocery_pos|118.89|0|fraud_Heller, Gutmann and Zieme|43.210914|-79.077746
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|74614665abdd115d0fd3b82e806d2bda|2023-09-03|06:08:54|1693696134|gas_transport|102.04|0|fraud_Parisian and Sons|42.899937|-79.428933
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|56fd967b6175feec3662531fc28788c9|2023-09-12|09:03:50|1694484230|shopping_net|95.95|0|fraud_Schumm PLC|42.056956|-80.158354
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|ad953455dd1dd78faad12cf31f377b06|2023-09-06|00:56:53|1693936613|grocery_pos|114.29|0|fraud_Heidenreich PLC|41.570137|-78.392267
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|b42d03b86432e22cacfdfd7f56294cf9|2023-09-09|07:30:53|1694219453|misc_net|97.81|0|fraud_Ferry, Lynch and Kautzer|42.387327|-78.976164
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|2ecb2661cbc9106ecd6d0d5784a4ee89|2023-09-06|03:36:41|1693946201|grocery_pos|7.38|0|fraud_Lockman Ltd|42.859950|-79.034839
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|c68d0eb4a390bfdb2d5f389c2f699729|2023-09-13|03:22:16|1694550136|shopping_pos|1.77|0|fraud_Bins, Balistreri and Beatty|42.439707|-78.685670
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|0ee0adbc120b2c2f563a6001e6346cef|2023-09-14|05:56:45|1694645805|shopping_pos|28.60|0|fraud_Turner and Sons|43.030235|-79.694824
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|bebceb1c08cdeb7c67378667ecdbea92|2023-09-06|11:39:46|1693975186|grocery_pos|233.41|0|fraud_Lockman, West and Runte|41.571470|-79.156499
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|485413b1f6b707da477b8011c845625d|2023-09-09|04:31:18|1694208678|misc_net|6.21|0|fraud_Kerluke PLC|42.656509|-78.831037
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|77b9ca2accb9e2b98159a9f622d58ac9|2023-09-03|06:12:41|1693696361|gas_transport|138.77|0|fraud_Tillman, Dickinson and Labadie|41.366806|-80.209600
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|3f543a0c5feb034b255cabaeb2253f59|2023-09-10|11:09:18|1694318958|misc_pos|28.99|0|fraud_Spencer-Runolfsson|43.186267|-79.175723
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|c733743acbd897b21ff5a61dcd67c6e2|2023-09-01|06:59:18|1693526358|gas_transport|9.13|0|fraud_Cummerata-Jones|42.771648|-80.126395
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|4baec0e2dd77929d43d35bd874de82bb|2023-09-10|10:22:06|1694316126|shopping_net|2.32|0|fraud_Ruecker, Beer and Collier|42.087316|-79.373903
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|5c5a019e692f9ad58aa894c6f55d32b5|2023-09-13|01:03:42|1694541822|shopping_net|8.63|0|fraud_Fisher-Schowalter|42.575827|-79.290338
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|3f213c6ed4dfc4024f26ca3a6ab2886f|2023-09-01|05:06:49|1693519609|gas_transport|1.06|0|fraud_Raynor, Feest and Miller|43.149723|-79.895589
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|9bef7ff27b3ea48507ada039b0781d18|2023-09-07|04:30:22|1694035822|grocery_pos|1.02|0|fraud_Koepp-Parker|41.763687|-79.973713
228-82-0568|213168640356307|Mark|Snyder|M|247 Brooks Stravenue|Lily Dale|NY|14752|42.3524|-79.3235|169|IT consultant|1965-06-06|941409050140|adults_50up_male_rural.json|ee5ae25dcdc004610144dd9b387e888f|2023-09-14|00:11:26|1694625086|shopping_pos|2.21|0|fraud_Watsica, Haag and Considine|41.503486|-79.371252
