ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|16a4987845a80fa92a6d1b6fd4bd9ffe|2023-09-14|00:00:54|1694624454|gas_transport|12.61|1|fraud_Raynor, Reinger and Hagenes|43.355789|-112.527184
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|26a640c32fb1f0d7cecde5339bfd572c|2023-09-14|03:14:03|1694636043|gas_transport|12.52|1|fraud_Connelly, Reichert and Fritsch|43.333422|-111.290024
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|f35248783ded75f1e61515dc5253aea8|2023-09-14|01:05:56|1694628356|grocery_pos|319.87|1|fraud_Pacocha-O'Reilly|43.564184|-112.784250
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|25529e2013c88af84266fdb70b7f3139|2023-09-14|02:11:20|1694632280|grocery_pos|290.02|1|fraud_Stracke-Lemke|42.979532|-111.112372
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|d77017180db5807fea9b06241a67ac8e|2023-09-14|03:35:48|1694637348|grocery_pos|271.61|1|fraud_DuBuque LLC|44.564503|-111.267350
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|f4e2778b3668060d9024c3f3940363c3|2023-09-15|22:54:26|1694793266|shopping_net|318.45|1|fraud_Ankunding LLC|44.375613|-111.563754
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|320ab85b0bfc5ab72e1d3737dab09aa4|2023-09-15|23:14:26|1694794466|shopping_net|739.92|1|fraud_Rempel Inc|42.975568|-111.727357
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|5f3d0aeeca8143035957467d37b97124|2023-09-14|22:57:03|1694707023|misc_net|815.45|1|fraud_Durgan-Auer|43.768889|-112.778326
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|4829a9159511db176f64615eff017a4a|2023-09-14|23:17:56|1694708276|grocery_pos|877.75|1|fraud_Kunze Inc|43.980512|-111.038636
182-63-6550|36877759358616|Daniel|Rowe|M|4919 Robinson Via|Lewisville|ID|83431|43.6725|-112.0189|876|Surveyor, building control|1990-11-22|719612002840|adults_2550_male_rural.json|b6f5f41e827ddad05f37afbeea933e15|2023-09-15|22:34:53|1694792093|misc_net|1059.36|1|fraud_Huel-Langworth|43.110785|-112.252638
